Company Name,Exchange:Ticker,Industry Group,Bottom up Beta for sector,Bottom up levered beta,Market Cap (in US $),Total Debt,Cash,Cash/ Firm Value,Book Debt to capital ratio,Market Debt to capital ratio,Book Debt to Equity Ratio,Market Debt to Equity ratio,"Stock price (Dec 31, 2012)in US$",Beta,Correlation with market,Standard deviation in stock price,Interest coverage ratio,Current PE,PEG,PS,EV/EBIT,EV/EBITDA,EV/Invested Capital,EV/Sales,Dividend Yield,Historical growth in Net Income - Last 3 years,Historical growth in Net Income - Last 5 years,Historical growth in Revenues - Last 3 years,Historical growth in Revenues - Last 5 years,Expected growth rate in EPS- Next 5 years,Expected growth in revenues - Next 2 years,Return on Equity,Return on Capital (ROC or ROIC),Net Profit Margin,Pre-tax Operating Margin,Effective Tax Rate,Net Income,Trailing Net Income,Operating Income,Trailing Operating Income (adj for leases),Revenues,Trailing Revenues,EBITDA,Trailing EBITDA,EBIT (1-t),Net Debt issued (Debt issue - repaid),Change in non-cash Working capital,Net Cap Ex,Reinvestment Rate,FCFF,FCFE,FCFE without debt,Book Value of Equity - 4 qtrs ago,Invested Capital - 4 qtre ago,Current Book Value of Equity,Current Invested Capital,Dividends,Modified 2-year beta,Modified 5-year beta,Beta adjustment factor,Coeff of variation - Op Income,Coeff of variation - Net Income,Average 10-year EBIT,Average 10-yr Net Income
Cellpoint Connect AB (publ) (OM:CPNT),OM:CPNT,Telecom. Equipment,1.1293,1.1293,"USD 4,01","USD 0,00","USD 0,01",0.3,0,0,0,0,"USD 0,01",0.75,0,0,0,0,0,2.29,0,0,5.27,2.28,0,0,0,14.6,38.1,0,0,-194.28,-1013.09,-539.25,-498.97,0,"-USD 9,54","-USD 5,77","-USD 5,34","-USD 5,34","USD 1,75","USD 1,07","-USD 3,59","-USD 3,66","-USD 5,34","USD 0,00","-USD 0,37","-USD 4,73",0,"-USD 0,23","-USD 0,67","-USD 0,67","USD 2,97","USD 0,53","USD 8,33","USD 0,76","USD 0,00",0.29,0.56,0.5,0.05,0.06,"-USD 3,55","-USD 5,86"
Vendator AB (OM:VEND B),OM:VEND B,Business & Consumer Services,0.7667,0.7667,"USD 1,36","USD 0,00","USD 0,00",0,0,0,0,0,"USD 0,08",0,0,0,0,0,0,0.08,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,"USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 18,10","USD 18,10","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00",0,"USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00",0,0,0.5,0,0,0,0
Online Brands Nordic AB (OM:OBAB),OM:OBAB,Retail (Internet),1.2231,2.0921,"USD 0,64","USD 0,45","USD 0,00",0,34.42,41.54,52.49,71.05,"USD 0,22",0.82,0,0,0,0,0,0.16,0,0,0.83,0.27,97.81,0,0,-13.5,-7.49,0,0,-24.09,-35.29,-5.65,-10.15,0,"-USD 0,47","-USD 0,27","-USD 0,48","-USD 0,48","USD 4,04","USD 4,69","-USD 0,53","-USD 0,37","-USD 0,48","USD 0,04","-USD 0,90","-USD 0,12",0,"USD 0,55","USD 0,71","USD 0,76","USD 1,10","USD 1,35","USD 0,87","USD 1,32","-USD 0,63",0.12,0.99,0.5,0,0,0,0
Trig Media Group AB (publ) (OM:TRIG),OM:TRIG,Advertising,0.8911,0.8911,"USD 1,66","USD 0,00","USD 0,00",0,0,0,0,0,"USD 0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00",0,"USD 0,00","USD 0,00","USD 0,00","USD 2,53","USD 1,31","USD 0,00","USD 0,00","USD 0,00",0,0,0.5,0,0,0,0
Maxpeak AB (OM:MAXP),OM:MAXP,Electronics,1.0714,1.9867,"USD 0,95","USD 0,82","USD 0,01",0.45,23.25,46.07,30.3,85.43,"USD 0,03",2.03,11.83,0,0,0,0,11.93,0,0,0.5,22.01,0,0,0,0,0,0,0,-196.83,-173.75,-1807.27,-1649.09,0,"-USD 0,44","-USD 0,99","-USD 0,91","-USD 0,91","USD 0,08","USD 0,06","-USD 0,58","-USD 0,88","-USD 0,91","-USD 0,06","USD 0,22","-USD 0,20",0,"-USD 0,92","-USD 0,95","-USD 1,01","USD 0,51","USD 0,52","USD 2,69","USD 3,50","USD 0,00",0,1.02,0.5,0,0,0,0
Reinhold Polska AB (WSE:RHD),WSE:RHD,Real Estate (Operations & Services),0.5519,11.8949,"USD 1,45","USD 29,80","USD 0,01",0.03,0,95.36,0,2055.17,"USD 0,21",0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,10.2,0,0,0,-1316.69,-10.03,-943.09,-213.82,0,"USD 0,00","-USD 11,60","-USD 2,63","-USD 2,63","USD 0,00","USD 1,23","USD 0,00","-USD 0,14","-USD 2,63","USD 35,99","-USD 34,00","-USD 2,49",0,"USD 33,86","-USD 11,10","USD 24,89","USD 0,88","USD 26,22","-USD 11,30","USD 18,49","USD 0,00",0,0,0.5,0,0,0,0
United Media Sweden AB (OM:UMED),OM:UMED,Hotel/Gaming,0.7409,0.7409,"USD 2,39","USD 0,00","USD 0,00",0,0,0,0,0,"USD 0,10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00",0,"USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00",0,0,0.5,0,0,0,0
Comfort Window System AB (OM:CWS),OM:CWS,Building Materials,0.8065,0.8065,"USD 1,02","USD 0,00","USD 0,10",9.41,0,0,0,0,"USD 0,17",0,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98.68,-98.68,0,0,0,"-USD 0,08","-USD 0,08","-USD 0,08","-USD 0,08","USD 0,00","USD 0,00","-USD 0,04","-USD 0,04","-USD 0,08","USD 0,05","USD 0,00","-USD 0,03",0,"-USD 0,04","-USD 0,09","-USD 0,04","USD 0,08","USD 0,08","USD 0,07","-USD 0,02","USD 0,00",0,0,0.5,0,0,0,0
EQL Pharma AB (publ) (OM:EQL),OM:EQL,Healthcare Services,0.7017,0.7017,"USD 0,00","USD 0,00","USD 0,00",0,0,0,0,0,"USD 0,88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,0,0,0,0,0,-33.16,-31.41,0,"-USD 0,85","-USD 0,85","-USD 0,80","-USD 0,80","USD 2,56","USD 2,56","-USD 0,63","-USD 0,63","-USD 0,80","USD 0,00","USD 0,00","-USD 0,18",0,"-USD 0,63","-USD 0,67","-USD 0,67","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00",0,0,0.5,0,0,0,0
FXI International AB (publ) (OM:FXI),OM:FXI,Brokerage & Investment Banking,0.3452,0.3452,"USD 0,34","USD 0,00","USD 0,48",141.23,0,0,0,0,"USD 0,13",0.85,7.75,150,0,0,0,18,0,0,0,-7.42,0,0,0,0,0,0,0,26.92,0,70,-175,0,"-USD 0,03","USD 0,01","-USD 0,04","-USD 0,04","USD 0,02","USD 0,02","USD 0,00","USD 0,00","-USD 0,04","USD 0,00","USD 0,00","USD 0,00",0,"-USD 0,04","USD 0,01","USD 0,01","USD 0,05","-USD 0,05","USD 0,07","-USD 0,42","USD 0,00",0.83,-0.4,0.5,0,0,0,0
Nischer AB (OM:NIS),OM:NIS,Computer Software,1.0246,1.3162,"USD 2,67","USD 1,52","USD 0,01",0.31,22.49,36.28,29.01,56.93,"USD 0,15",1.67,11.4,142.3,1.09,0,0,0.05,2.66,2,0.62,0.08,0,0,0,0,0,0,0,-18.09,26.22,-2.44,3.49,50,"-USD 2,45","-USD 1,10","USD 0,35","USD 1,57","USD 52,10","USD 45,00","USD 2,09","USD 1,77","USD 0,78","USD 4,54","-USD 0,49","-USD 0,64",-144.93,"USD 1,92","-USD 4,50","USD 0,04","USD 6,08","USD 5,98","USD 5,24","USD 6,75","USD 0,00",0.65,1.21,0.5,0,0,0,0
GuldAdam Holding AB (publ) (OM:GULA),OM:GULA,Retail (Special Lines),0.799,0.799,"USD 3,85","USD 0,00","USD 0,00",0,0,0,0,0,"USD 0,13",0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,"USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 39,60","USD 39,60","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00",0,"USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00",0,0,0.5,0,0,0,0
Massolit Media AB (publ) (OM:MASS B),OM:MASS B,Publshing & Newspapers,0.7712,0.7712,"USD 4,37","USD 0,00","USD 0,00",0,0,0,0,0,"USD 0,27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00",0,"USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00","USD 0,00",0,0,0.5,0,0,0,0
Getinge AB (OM:GETI B),OM:GETI B,Healthcare Equipment,0.8076,0.9964,"USD 8 166,30","USD 2 525,80","USD 192,60",1.79,52.28,24.23,109.54,31.98,"USD 34,27",0.94,37.95,39.53,7.28,21.09,1.93,2.19,16.13,12.05,2.2,2.84,1.89,-1.02,8.89,4.24,7.08,10.9,5.3,14.88,13.94,8.31,16.64,26.9,"USD 387,20","USD 327,70","USD 635,30","USD 656,36","USD 3 724,00","USD 3 945,60","USD 878,50","USD 877,50","USD 479,81","-USD 216,50","USD 95,26","USD 641,00",153.45,"-USD 256,45","-USD 192,06","-USD 408,56","USD 2 202,60","USD 4 706,80","USD 2 384,00","USD 4 802,90","-USD 154,00",0.6,0.2,0.5,0.04,0.04,"USD 404,97","USD 235,35"
Meda AB (OM:MEDA A),OM:MEDA A,Pharma & Drugs,0.8303,1.3043,"USD 3 841,30","USD 2 143,00","USD 23,70",0.39,48.87,36.34,95.58,57.08,"USD 12,71",0.58,19.24,38.08,2.47,20.69,1.7,1.93,25.31,9.95,2.6,3.01,2.76,-16.7,0.69,2.85,5.5,12.2,3.1,6.47,9.93,7.18,11.86,0,"USD 185,70","USD 143,70","USD 222,50","USD 237,46","USD 1 995,10","USD 2 001,80","USD 604,30","USD 561,10","USD 237,46","USD 144,50","USD 11,00","USD 204,90",90.92,"USD 21,56","-USD 216,70","-USD 72,20","USD 2 221,30","USD 2 390,22","USD 2 294,20","USD 2 314,72","-USD 105,90",0.29,0.28,0.5,0.07,0.07,"USD 215,83","USD 125,74"
Elekta AB (OM:EKTA B),OM:EKTA B,Healthcare Equipment,0.8076,0.8873,"USD 5 840,50","USD 683,20","USD 181,40",2.75,49.37,11.55,97.52,13.05,"USD 15,32",0.35,13.42,40.81,8.37,28.27,1.64,3.66,20.59,18.25,4.71,4.03,1.26,10.6,29.6,10.6,14.3,17.2,10.1,27.46,25.5,11.95,19.19,24.37,"USD 206,60","USD 194,20","USD 306,40","USD 311,87","USD 1 593,70","USD 1 625,60","USD 351,80","USD 345,10","USD 235,87","-USD 9,77","USD 176,30","USD 121,45",126.23,"-USD 61,88","-USD 93,78","-USD 103,55","USD 707,20","USD 1 222,94","USD 781,70","USD 1 362,64","-USD 73,60",0.22,0.09,0.5,0.07,0.07,"USD 122,15","USD 84,46"
Swedish Orphan Biovitrum AB (OM:SOBI),OM:SOBI,Biotechnology,1.0292,1.0985,"USD 2 811,10","USD 123,90","USD 69,90",2.33,20.28,6.3,25.44,6.73,"USD 10,40",0.67,10,78.75,0,0,0,9.52,0,95.45,4.78,9.92,0,0,0,4.43,12.6,196.1,10.7,-4.56,-7.82,-10.91,-15.4,0,"-USD 15,50","-USD 34,60","-USD 50,20","-USD 48,84","USD 295,40","USD 317,20","USD 30,70","-USD 3,64","-USD 48,84","-USD 31,10","-USD 35,22","USD 64,28",0,"-USD 77,90","-USD 32,56","-USD 63,66","USD 758,20","USD 624,20","USD 743,30","USD 612,60","USD 0,00",0.32,0.38,0.5,0.13,0.13,"USD 4,65","USD 4,72"
Sectra Aktiebolag (publ) (OM:SECT B),OM:SECT B,Healthcare Equipment,0.8076,0.8254,"USD 443,40","USD 4,20","USD 61,00",13.37,13.54,2.83,15.66,2.92,"USD 11,95",0.27,7.07,56.21,82.38,46.19,0,3.47,23.07,21.96,11.45,3.09,0,80.7,3.62,-0.25,0.08,0,4.61,13.41,39.46,9.69,13.08,24.4,"USD 9,60","USD 12,70","USD 15,90","USD 17,13","USD 127,80","USD 131,00","USD 18,00","USD 20,40","USD 12,95","-USD 0,43","-USD 3,79","USD 0,95",-21.93,"USD 15,79","USD 15,97","USD 15,54","USD 94,70","USD 43,42","USD 82,60","USD 34,54","USD 0,00",0.16,0.09,0.5,0.03,0.14,"USD 9,87","USD 10,46"
Global Health Partner AB (publ) (OM:GHP),OM:GHP,Healthcare Services,0.7017,0.9066,"USD 53,00","USD 22,80","USD 9,92",13.09,29.31,30.08,41.45,43.02,"USD 0,80",1.53,23.02,88.39,4.82,0,0,0.48,5.33,21.89,12.97,0.59,0,0,0,9.55,15.4,0,5.97,1.65,294.05,0.74,10.8,32.1,"-USD 9,58","USD 0,84","USD 3,53","USD 12,35","USD 111,10","USD 114,40","USD 3,01","USD 7,55","USD 8,39","USD 3,00","USD 1,09","-USD 3,36",-27.06,"USD 10,66","USD 0,11","USD 3,11","USD 51,10","USD 4,20","USD 55,00","USD 5,08","USD 0,00",0.81,0.67,0.5,0,0,0,0
Medivir AB (OM:MVIR B),OM:MVIR B,Biotechnology,1.0292,1.0539,"USD 411,40","USD 0,00","USD 6,51",1.55,7.07,2.34,7.61,2.4,"USD 13,16",1.31,18.44,82.03,0,0,0,4.83,0,0,3.11,4.87,0,0,0,132.9,28.9,0,7.44,-11.5,-3.11,-14.47,-4.28,0,"-USD 33,60","-USD 16,50","-USD 4,19","-USD 4,88","USD 85,20","USD 114,00","-USD 23,30","USD 1,52","-USD 4,88","USD 4,64","USD 3,17","-USD 0,77",0,"-USD 7,27","-USD 23,54","-USD 18,90","USD 143,50","USD 156,73","USD 129,80","USD 133,17","USD 0,00",0.61,0.76,0.5,0.07,0.08,"-USD 14,11","-USD 13,71"
Dedicare AB (OM:DEDI),OM:DEDI,Healthcare Services,0.7017,0.7101,"USD 31,30","USD 0,50","USD 1,49",4.69,6.48,1.57,6.93,1.59,"USD 3,50",0.25,3.16,64.83,0,9.1,0,0.37,10.35,5.94,9.19,0.36,5.72,0,0,0,0,0,0,31.09,76.48,2.75,3.56,24.63,"USD 3,44","USD 2,26","USD 2,85","USD 2,93","USD 83,70","USD 82,30","USD 5,10","USD 3,00","USD 2,21","USD 0,76","USD 0,48","USD 0,51",44.85,"USD 1,22","USD 0,51","USD 1,27","USD 7,27","USD 3,83","USD 7,19","USD 3,30","-USD 1,79",0.08,0.22,0.5,0,0,0,0
Elos AB (OM:ELOS B),OM:ELOS B,Healthcare Equipment,0.8076,1.1516,"USD 56,10","USD 28,50","USD 4,03",4.76,45.17,33.69,82.37,50.8,"USD 9,27",0.32,6.32,71.55,6.24,44.88,0,0.84,10.05,10.29,1.36,1.21,1.69,27.6,6.66,21.6,0.14,0,8.24,16.7,13.37,6.84,10.64,16.15,"USD 1,25","USD 5,16","USD 7,05","USD 8,02","USD 66,60","USD 75,40","USD 7,83","USD 12,80","USD 6,72","USD 7,20","USD 0,95","USD 3,23",62.2,"USD 2,54","-USD 6,22","USD 0,98","USD 30,90","USD 59,97","USD 34,60","USD 59,07","-USD 0,95",0.18,0.12,0.5,0.07,0.08,"USD 3,99","USD 2,21"
Biotage AB (OM:BIOT),OM:BIOT,Heathcare Information and Technology,1.0237,1.0789,"USD 102,00","USD 0,89","USD 13,40",12.47,7.08,5.11,7.62,5.39,"USD 1,56",0.5,9.49,39.79,0,17.32,0,1.43,12.77,10.8,1.94,1.32,5.33,-4.99,-13.8,1.95,6.96,0,5.88,7.08,16.16,8.37,10.83,0,"USD 5,89","USD 5,69","USD 6,38","USD 7,37","USD 71,10","USD 68,00","USD 8,71","USD 7,99","USD 7,37","USD 0,00","-USD 0,31","USD 6,74",87.3,"USD 0,94","-USD 0,74","-USD 0,74","USD 80,40","USD 45,59","USD 72,10","USD 48,40","-USD 5,44",0.15,0.45,0.5,0.15,0.15,"-USD 1,91","-USD 4,48"
Vitrolife AB (publ) (OM:VITR),OM:VITR,Biotechnology,1.0292,1.0442,"USD 291,10","USD 7,18","USD 4,83",1.62,13.16,2.41,15.15,2.47,"USD 14,68",0.69,16.73,58.12,18.99,5.67,0,5.24,22.57,27.43,13.49,5.28,1.38,103.5,65.3,14.6,14.9,0,13,0,0,80.45,19.55,41.11,"USD 51,30","USD 53,50","USD 11,30","USD 13,00","USD 55,60","USD 66,50","USD 10,70","USD 15,00","USD 7,66","-USD 1,28","USD 0,23","USD 6,64",89.61,"USD 0,80","USD 47,92","USD 46,64","-USD 4,59","-USD 15,11","USD 47,40","USD 21,75","-USD 4,01",0.39,0.25,0.5,0.07,0.17,"USD 3,36","USD 8,64"
Orexo AB (OM:ORX),OM:ORX,Pharma & Drugs,0.8303,0.8436,"USD 812,00","USD 8,84","USD 14,30",1.73,30.24,1.57,43.35,1.59,"USD 25,54",1.52,24.08,93.53,0,0,0,16.21,0,0,33.24,16.18,0,0,0,47.4,16.1,38,68.9,-68.45,-268.64,-33.7,-13.34,0,"-USD 13,20","-USD 21,70","-USD 7,88","-USD 8,59","USD 50,10","USD 64,40","-USD 7,52","-USD 6,95","-USD 8,59","-USD 7,69","-USD 4,82","USD 7,41",0,"-USD 11,19","-USD 16,60","-USD 24,30","USD 31,70","USD 3,20","USD 29,80","USD 24,39","USD 0,00",0.9,0.48,0.5,0.07,0.11,"-USD 10,77","-USD 15,37"
NGS Group AB (publ) (NGM:NGS),NGM:NGS,Healthcare Services,0.7017,0.7197,"USD 41,80","USD 1,47","USD 2,36",5.45,9.15,3.4,10.07,3.52,"USD 19,68",1.19,21.21,63.29,42.83,23.89,0,1.37,9.01,14.72,0,1.34,0.36,131.7,60.8,61.6,38,0,0,35.72,580.56,6.35,8.9,27.03,"USD 1,75","USD 3,24","USD 4,54","USD 4,54","USD 30,60","USD 51,00","USD 2,78","USD 4,59","USD 3,31","-USD 0,92","USD 1,48","USD 2,96",133.96,"-USD 1,13","-USD 0,28","-USD 1,20","USD 9,07","USD 0,78","USD 14,60","-USD 0,59","-USD 0,15",0.54,0.72,0.5,0,0,0,0
BioGaia AB (OM:BIOG B),OM:BIOG B,Biotechnology,1.0292,1.0305,"USD 681,90","USD 0,00","USD 37,90",5.55,2.14,0.15,2.19,0.15,"USD 39,48",1.13,22.58,58.56,675,13.58,0.41,6.88,60.72,9.66,64.32,6.51,5.24,13.3,5.39,9.73,16.6,33,14.9,14.04,165.27,20.22,22.9,15.56,"USD 50,20","USD 9,38","USD 10,80","USD 10,62","USD 99,10","USD 46,40","USD 66,80","USD 11,40","USD 8,97","USD 0,00","USD 0,35","USD 7,08",82.81,"USD 1,54","USD 1,95","USD 1,95","USD 66,80","USD 6,43","USD 46,90","USD 10,03","-USD 35,70",0.53,0.64,0.5,0.19,0.18,"USD 9,28","USD 7,36"
Boule Diagnostics AB (OM:BOUL),OM:BOUL,Healthcare Equipment,0.8076,0.9974,"USD 32,30","USD 7,59","USD 3,16",7.92,27.51,19.03,37.95,23.5,"USD 6,87",0.38,0,0,15.72,19.23,0,0.76,11.18,9.62,2.46,0.87,1.13,0,0,10.9,10,0,7.95,-33.78,17.31,-23.11,7.52,0,"USD 1,68","-USD 10,10","USD 2,61","USD 3,29","USD 42,30","USD 43,70","USD 3,82","USD 3,14","USD 3,29","-USD 5,12","USD 2,59","USD 6,52",277.17,"-USD 5,82","-USD 14,09","-USD 19,21","USD 29,90","USD 18,98","USD 20,00","USD 14,93","-USD 0,37",0.06,0.46,0.5,0,0,0,0
Active Biotech AB (OM:ACTI),OM:ACTI,Biotechnology,1.0292,1.0747,"USD 811,00","USD 35,80","USD 50,20",5.93,32.14,4.23,47.35,4.41,"USD 10,82",1.32,14.49,107.31,0,0,0,23.17,0,0,13.02,22.76,0,0,0,160,75.6,0,-18.6,-40,-49.87,-63.72,-60.57,0,"-USD 26,90","-USD 20,20","-USD 19,20","-USD 19,20","USD 35,00","USD 31,70","-USD 23,50","-USD 17,60","-USD 19,20","USD 1,25","USD 13,70","USD 0,02",0,"-USD 32,92","-USD 35,17","-USD 33,92","USD 50,50","USD 38,50","USD 75,60","USD 61,20","USD 0,00",0.62,0.74,0.5,0.03,0.03,"-USD 27,60","-USD 26,62"
Raysearch Laboratories AB (OM:RAY B),OM:RAY B,Heathcare Information and Technology,1.0237,1.0237,"USD 145,00","USD 0,00","USD 5,27",3.63,0,0,0,0,"USD 4,27",1.31,21.91,73.83,99.17,47.54,0,5.18,73.35,31.19,5.67,4.99,0,0,0,17,27.9,0,13.7,-0.3,8.42,-0.3,6.39,50,"USD 3,05","-USD 0,09","USD 0,60","USD 1,91","USD 28,00","USD 29,80","USD 4,48","USD 0,76","USD 0,95","USD 0,00","-USD 0,97","USD 8,98",840.52,"-USD 7,05","-USD 8,10","-USD 8,10","USD 29,20","USD 22,63","USD 29,90","USD 24,63","USD 0,00",0.65,0.67,0.5,0.04,0.05,"USD 3,97","USD 2,96"
CellaVision AB (OM:CEVI),OM:CEVI,Healthcare Equipment,0.8076,0.8285,"USD 57,20","USD 2,42","USD 6,64",11.04,13.65,4.91,15.8,5.17,"USD 2,40",0.47,9.49,51.91,36.06,57.72,0,2.2,17.37,15.93,3.56,2.06,2.6,-49.2,-19.9,8.61,15.2,0,6.63,2.31,21.28,1.76,11.99,50,"USD 0,99","USD 0,45","USD 2,56","USD 3,08","USD 26,00","USD 25,70","USD 3,36","USD 2,77","USD 1,54","-USD 0,02","USD 2,34","USD 1,82",270.12,"-USD 2,62","-USD 3,68","-USD 3,71","USD 19,60","USD 14,48","USD 18,70","USD 15,02","-USD 1,49",0.2,0.31,0.5,0.12,0.12,"USD 0,02","USD 0,36"
Moberg Pharma AB (publ) (OM:MOB),OM:MOB,Pharma & Drugs,0.8303,0.9236,"USD 58,50","USD 5,19","USD 9,32",14.32,17.39,10.09,21.05,11.23,"USD 4,92",0.87,13.42,71.55,0,10.64,0,3.38,0,19.29,1.96,3.22,0,0,0,255.3,0,0,32.4,-14.73,-23.46,-11.4,-6.57,0,"USD 5,50","-USD 2,68","-USD 1,60","-USD 1,54","USD 17,30","USD 23,50","USD 2,89","-USD 0,80","-USD 1,54","-USD 5,19","-USD 2,13","USD 17,76",0,"-USD 17,17","-USD 13,12","-USD 18,31","USD 18,20","USD 6,58","USD 31,20","USD 28,45","USD 0,00",0.38,0.53,0.5,0,0,0,0
Aerocrine AB (publ) (OM:AERO B),OM:AERO B,Healthcare Equipment,0.8076,0.9586,"USD 177,00","USD 33,10","USD 52,00",24.75,56.78,15.75,131.35,18.7,"USD 1,14",1.41,17.03,83.68,0,0,0,7.83,0,0,25.1,7,0,0,0,15.4,10,0,20.3,-81.14,-511.45,-167.61,-148.87,0,"-USD 31,00","-USD 35,70","-USD 32,80","-USD 31,71","USD 22,60","USD 21,30","-USD 25,50","-USD 31,10","-USD 31,71","USD 16,50","USD 2,05","USD 0,46",0,"-USD 34,21","-USD 54,70","-USD 38,20","USD 44,00","USD 6,20","USD 25,20","USD 6,30","USD 0,00",0.57,0.98,0.5,0,0,0,0
Allenex AB (publ) (OM:ALNX),OM:ALNX,Heathcare Information and Technology,1.0237,1.2622,"USD 45,30","USD 15,30","USD 1,18",1.95,31.29,25.25,45.54,33.77,"USD 0,38",0.44,0,0,1.61,66.23,0,2.62,22.94,37.85,4.15,3.43,0,0,0,7.46,59.9,0,7.67,3.34,19,6.61,15.15,31.02,"USD 0,68","USD 1,13","USD 1,24","USD 2,59","USD 17,30","USD 17,10","USD 1,57","USD 1,57","USD 1,79","USD 8,06","USD 1,33","-USD 0,55",43.94,"USD 1,00","-USD 7,71","USD 0,35","USD 33,80","USD 13,63","USD 33,60","USD 14,32","USD 0,00",0.09,0.49,0.5,0.13,0.28,"-USD 0,74","-USD 7,79"
Probi AB (OM:PROB),OM:PROB,Biotechnology,1.0292,1.0292,"USD 56,10","USD 0,00","USD 14,20",25.31,0,0,0,0,"USD 6,15",-0.01,0,0,0,27.1,0,3.67,13.05,11.8,7.8,2.74,1.89,4.75,-11.2,11.2,9.42,0,5.39,12.4,67.15,14.28,20.19,23.02,"USD 2,07","USD 2,27","USD 2,75","USD 3,21","USD 15,30","USD 15,90","USD 3,55","USD 3,50","USD 2,47","USD 0,00","USD 0,10","USD 1,01",44.92,"USD 1,36","USD 1,16","USD 1,16","USD 18,30","USD 4,78","USD 20,00","USD 5,37","-USD 1,06",-0.02,0.02,0.5,0.11,0.11,"USD 0,89","USD 0,85"
Stille AB (OM:STIL),OM:STIL,Healthcare Equipment,0.8076,0.8214,"USD 6,02","USD 0,15","USD 0,75",12.17,2.37,2.48,2.43,2.54,"USD 1,25",0.55,8.94,51.43,11.29,0,0,0.45,6.05,32.47,0.95,0.4,0,0,0,0.08,-1.9,0,-11,5.43,17.91,2.31,6.54,32.98,"-USD 0,29","USD 0,32","USD 0,54","USD 0,90","USD 13,50","USD 13,70","USD 0,17","USD 0,93","USD 0,60","USD 1,36","USD 0,41","USD 0,24",107.91,"-USD 0,05","-USD 1,69","-USD 0,33","USD 5,84","USD 5,00","USD 6,29","USD 5,69","USD 0,00",0.18,0.47,0.5,0.15,0.14,"-USD 0,46","-USD 0,91"
Orasolv AB (OM:OS),OM:OS,Healthcare Products,0.8099,0.8099,"USD 6,36","USD 0,00","USD 0,11",1.71,0,0,0,0,"USD 0,06",1.57,13.42,150,0,0,0,0.67,15.36,0,1.93,0.66,0,0,0,9.51,57,0,0,-14.33,30.88,-2.36,4.75,0,"-USD 1,62","-USD 0,20","-USD 0,05","USD 0,41","USD 9,54","USD 8,56","-USD 0,89","USD 0,42","USD 0,41","USD 0,00","USD 0,00","-USD 0,53",-130.47,"USD 0,94","USD 0,33","USD 0,33","USD 1,41","USD 1,32","USD 3,35","USD 3,24","USD 0,00",0.95,0.45,0.5,0.08,0.09,"-USD 0,62","-USD 0,67"
Karo Bio Aktiebolag (publ) (OM:KARO),OM:KARO,Biotechnology,1.0292,1.0292,"USD 56,40","USD 0,00","USD 5,00",8.87,0,0,0,0,"USD 0,11",1.23,12.25,150,0,0,0,11.08,0,0,0,10.1,0,0,0,0,33.9,0,-35.7,-106.42,-85.77,-60.28,-39.44,0,"-USD 15,10","-USD 4,31","-USD 4,30","-USD 2,82","USD 5,09","USD 7,15","-USD 15,00","-USD 4,08","-USD 2,82","USD 0,00","USD 1,74","-USD 6,92",0,"USD 2,36","USD 0,87","USD 0,87","USD 4,05","USD 3,29","USD 4,23","-USD 0,77","USD 0,00",0.83,0.17,0.5,0.03,0.03,"-USD 23,15","-USD 22,53"
